R_192015,1.8308049393213403E-9
R_240563,0.0
R_949582,0.0
R_504292,0.0
R_1177353,0.0
R_1064223,0.0
R_271093,0.0
R_320877,1.0859720691797431E-7
R_123301,0.0
R_224114,0.0
R_240596,0.0
R_138871,0.0
R_314599,0.0
R_217406,0.0
R_141450,0.0
R_292563,5.877461217729752E-5
R_299800,0.0
R_317868,4.886178108277989E-11
R_806145,1.039466610433075E-14
R_564733,0.0
R_1065174,0.0
R_97322,1.408922967622583E-15
R_302179,0.0
R_1282411,0.0
R_805041,1.156912665168051E-5
R_224986,0.0
R_545251,0.0
R_181332,0.0
R_361566,1.0151659246401658E-5
R_544425,0.0
R_319718,0.0
R_359109,1.061803065603708E-9
R_633460,0.0
R_147894,2.512023218864718E-15
R_802795,4.6140171517922795E-8
R_1138265,0.0
R_367702,0.0
R_943857,0.0
R_138867,5.532398340315985E-15
R_774767,0.0
R_378815,0.0
R_38827,1.794327646697401E-7
R_1244420,0.0
R_196329,0.0
R_113458,1.1378641741036685E-9
R_285856,3.195096017421961E-16
R_803843,9.998408590904978E-9
R_506542,0.0
R_987372,2.973096261717353E-6
R_1057515,0.0
R_283741,0.0
R_15021,0.0
R_321120,4.08372327482564E-7
R_811160,6.8544143453535364E-12
R_358296,0.0
R_258554,0.0
R_1023753,0.0
R_207132,0.0
R_984632,0.0
R_301196,0.0
R_1007407,0.0
R_123421,0.0
R_1015376,0.0
R_32479,0.0
R_302661,0.0
R_151246,6.469415532185623E-15
R_303001,0.0
R_941364,0.0
R_1367505,0.0
R_165046,0.0
R_319871,5.704974056696115E-7
R_340021,0.0
R_543825,0.0
R_77612,0.0
R_806747,8.859585315925253E-10
R_164907,0.0
R_345136,0.0
R_802310,0.0
R_775984,0.0
R_223961,0.0
R_586124,0.0
R_168659,2.1334846047610803E-6
R_1321234,0.0
R_345923,0.0
R_996872,0.0
R_217880,0.0
R_987008,3.250742639519895E-8
R_564380,0.0
R_91631,4.5708772955123225E-7
R_280355,0.0
R_168492,0.0
R_1183678,0.0
R_240634,0.0
R_506653,0.0
R_808343,3.764330202378427E-13
R_1080806,0.0
R_956820,0.0
R_1066146,0.0
R_319659,3.687147968599099E-13
R_778761,0.0
R_288246,0.0
R_75301,0.0
R_24924,2.384295332260197E-10
R_141883,2.4641384920236677E-8
R_217560,0.0
R_803648,8.687546482575566E-8
R_317871,0.0
R_500145,0.0
R_63117,5.025634857656826E-10
R_217849,1.1541200787764745E-5
R_253680,0.0
R_974144,0.0
R_808055,6.985682074341614E-7
R_314670,0.0
R_800774,0.0
R_225069,0.0
R_345579,0.0
R_383965,0.0
R_850702,1.3770610332702092E-8
R_370320,0.0
R_128752,0.0
R_276324,0.0
R_238583,0.0
R_1315214,0.0
R_188548,0.0
R_1736038,0.0
R_285273,0.0
R_988639,7.530812586885748E-8
R_940097,0.0
R_1080896,0.0
R_116012,0.0
R_1089025,0.0
R_985745,0.0
R_321145,3.458184493485737E-5
R_161501,4.289849627970998E-8
R_801746,2.6521432718670167E-10
R_808353,6.930728589589682E-8
R_318053,1.1089828830776317E-13
R_343713,0.0
R_263499,0.0
R_808100,6.8544143453535364E-12
R_62255,0.0
R_1461592,5.879282809308608E-8
R_75280,1.8501356999742954E-5
R_544438,0.0
R_223596,0.0
R_1088173,0.0
R_383862,0.0
R_344958,0.0
R_1029889,0.0
R_97910,3.285300742825346E-8
R_236118,9.547953285252176E-9
R_383963,0.0
R_267091,0.0
R_804488,2.4719781220631855E-8
R_361597,0.0
R_237258,0.0
R_588086,3.90921000760439E-11
R_259007,0.0
R_103472,0.0
R_191796,0.0
R_802984,4.454145601926116E-7
R_1103791,0.0
R_12950,3.687147968599099E-13
R_154264,0.0
R_359069,1.9302032794570251E-4
R_321204,0.0028631538463372436
R_227844,0.0
R_76309,6.883735843340694E-8
R_330384,0.0
R_57195,1.0468792415585913E-14
R_1082039,0.0
R_13321,1.5535076301970187E-7
R_140381,0.0
R_294364,0.0
R_238538,0.0
R_808942,3.658056678847437E-10
R_802025,6.416392377643622E-7
R_1064254,0.0
R_976273,0.0
R_232983,7.70503995562529E-12
R_381477,0.0
R_133177,0.0
R_28190,5.491278419803235E-9
R_311574,0.0
R_1056027,0.0
R_143131,3.1479738161038675E-10
R_224967,0.0
R_30378,1.120097781653459E-7
R_1094837,0.0
R_143406,2.350930293294093E-15
R_805162,2.976166261816819E-5
R_280904,0.0
R_267443,0.0
R_122748,0.0
R_810741,3.9864071123803966E-10
R_804786,5.891030897200772E-7
R_363060,3.41315758375465E-7
R_331563,0.0
R_32441,4.7045223812756854E-9
R_1081755,0.0
R_1055179,0.0
R_1134702,0.0
R_674323,0.0
R_53017,0.0
R_1390447,0.0
R_267478,0.0
R_803469,0.0
R_582122,1.2275446640199597E-7
R_343161,0.0
R_347114,0.0
R_318429,0.0
R_155369,0.0
R_604282,0.0
R_169090,0.0
R_1015361,0.0
R_383261,0.0
R_359027,1.6809621630906033E-8
R_1060758,0.0
R_321395,4.6213211983486076E-5
R_989972,3.0674476034781917E-15
R_1011881,0.0
R_134037,0.0
R_806397,0.0
R_143479,0.0
R_1065678,0.0
R_581495,0.0
R_208150,0.0
R_363138,5.2743921405949175E-6
R_806755,7.235569339831073E-14
R_1030091,0.0
R_334013,0.0
R_1216317,0.0
R_988752,0.0
R_127639,0.0
R_1038927,0.0
R_191357,0.0
R_944687,0.0
R_1180903,0.0
R_54131,0.0
R_300551,0.0
R_350893,0.0
R_275624,2.0957350601737656E-10
R_91446,7.789922402885577E-8
R_1132939,0.0
R_838864,0.0
R_103476,0.0
R_276719,0.0
R_266642,6.60251295516275E-9
R_369096,0.0
R_137866,0.0
R_160720,0.0
R_215302,0.0
R_363120,4.4798695994147644E-7
R_140915,0.0
R_1017078,0.0
R_332473,0.0
R_169673,2.5258902105578407E-15
R_55525,9.591324256127826E-7
R_301456,0.0
R_62615,9.840155973944153E-14
R_1015203,0.0
R_571856,0.0
R_38749,1.1042347628142748E-8
R_806528,1.0124486794199585E-7
R_850757,4.614216829545899E-8
R_192241,0.0
R_563896,6.982039970254846E-7
R_503444,0.0
R_314498,0.0
R_337351,0.0
R_335418,0.0
R_954630,2.145684087042127E-6
R_1374652,0.0
R_1006260,1.0781526703548985E-10
R_361172,1.0484861401403852E-6
R_1076075,0.0
R_512532,0.0
R_634150,0.0
R_185096,3.5326384360841617E-12
R_321122,9.076041130359854E-9
R_379253,0.0
R_1363848,0.0
R_355023,0.0
R_175213,0.0
R_1298224,0.0
