R_192173,0.0
R_954588,0.0
R_319092,0.0
R_369737,0.0
R_1099723,0.0
R_360148,0.0
R_956540,0.0
R_279363,0.0
R_258956,0.0
R_141966,0.0
R_1455592,5.50892841006491E-7
R_949573,0.0
R_199806,0.0
R_195194,0.0
R_944521,0.0
R_93554,0.0
R_203345,0.0
R_378751,0.0
R_167279,0.0
R_111063,0.0
R_503431,0.0
R_808756,0.0
R_244537,0.0
R_258666,0.0
R_351249,0.0
R_1014019,0.0
R_1007358,0.0
R_806334,5.340837440502579E-7
R_220295,0.0
R_245033,0.0
R_357077,1.012388647361032E-7
R_307567,0.0
R_987371,4.500640198469249E-18
R_191298,0.0
R_192616,0.0
R_502883,0.0
R_166184,0.0
R_358455,4.319063821226672E-12
R_142062,0.0
R_811692,0.0
R_803218,0.0
R_804565,0.0
R_1159900,0.0
R_859474,5.952438673664948E-13
R_1328433,0.0
R_811762,2.2068712790934307E-12
R_147149,0.0
R_304010,0.0
R_321852,4.198001428328416E-7
R_142777,0.0
R_74352,0.0
R_335325,0.0
R_28421,6.4585573158166665E-6
R_806931,0.0
R_582099,2.5476899045935163E-10
R_93401,0.0
R_381451,0.0
R_66937,0.0
R_805434,1.0995509838823794E-6
R_260235,0.0
R_956890,0.0
R_304581,0.0
R_255189,0.0
R_566440,0.0
R_211786,0.0
R_66930,0.0
R_304250,0.0
R_63080,0.0
R_168384,0.0
R_28419,0.0
R_226946,0.0
R_6428,0.0
R_323629,0.0
R_274687,0.0
R_544935,0.0
R_226008,0.0
R_239107,0.0
R_74632,0.0
R_263749,0.0
R_191367,0.0
R_362535,4.275182560783266E-9
R_12147,6.109319632413084E-6
R_320965,4.05253617825031E-12
R_806974,0.0
R_174382,0.0
R_1133587,0.0
R_810701,7.273490107692025E-7
R_827163,0.0
R_1542509,0.0
R_288170,0.0
R_1250749,0.0
R_355475,0.0
R_240637,0.0
R_782825,0.0
R_1150497,0.0
R_122300,0.0
R_192241,0.0
R_223528,0.0
R_378753,0.0
R_280861,0.0
R_76356,0.0
R_364034,0.0
R_224368,0.0
R_203361,0.0
R_302172,0.0
R_803311,1.7745870626407044E-11
R_325407,8.785631207181E-9
R_62097,0.0
R_244475,0.0
R_949643,0.0
R_66070,0.0
R_347123,0.0
R_637860,0.0
R_107979,0.0
R_258502,0.0
R_165158,0.0
R_603884,0.0
R_804801,0.0
R_322230,0.0
R_776273,0.0
R_505271,0.0
R_361530,0.0
R_1015730,0.0
R_262807,0.0
R_31746,0.0
R_808742,9.7810642668473E-8
R_802209,1.4306562209185038E-5
R_366964,0.0
R_258722,0.0
R_15918,0.0
R_71234,0.0
R_368179,0.0
R_258712,0.0
R_74364,0.0
R_343679,0.0
R_130324,0.0
